Street Name,From Street Name,To Street Name,PCI,Surface Distress Index,Roughness Index,Condition Rating
CARDOVA DR NE,DEAD END,ARMAND RD NE,73.0,69.0,44.775,Fair
SUNSET AVE,RHODES ST,DOROTHY BOLDEN WAY,87.0,65.7,49.12464351,Fair
TUCKAWANNA DR,MOCKINGBIRD LN,BENJAMIN MAYS DR,81.0,96.1,87.61536848,Excellent
PRINCETON LAKES WAY SW,REDWINE PKWY SW,PRINCETON LAKES WAY,69.0,78.7,71.98685827,Very Good
HILLS AVE,DEFOOR HILLS RD,HILLS AVE,79.0,97.0,89.1887687,Excellent
CARROLL ST,PICKETT ST,SHELTON ST,71.0,69.05,55.2628911,Fair
TED TURNER DR SW,CASTLEBERRY ST,WHITEHALL ST SW,70.0,69.33,92.35935631,Very Good
MCWILLIAMS RD,CLIFTON WAY,EAST END,74.0,42.065,71.51358738,Marginal
AMSTERDAM AVE,SAN ANTONIO DR,KINGS CT,80.0,60.595,56.99298994,Fair
CHESTER AVE,KIRKWOOD AVE,KIRKWOOD AVE,70.0,47.22,50.96523582,Marginal
WEST CONWAY DR,CONWAY GLEN DR,KINLOCH ST,73.0,80.695,76.21004952,Very Good
INSPIRATION WAY,INSPIRATION WAY,CELEBRATION DR,86.0,82.4,63.736,Very Good
MARY ST,WELCH ST,COLEMAN ST,79.0,69.33,58.27666855,Good
GILSTRAP LN NW,DUPONT COMMONS DR NW,DUPONT COMMONS DR,75.0,88.5,69.39375,Very Good
MANGUM LN,OAKCREST DR,MANGUM LN,74.0,74.79,83.91572028,Very Good
CLUB PL,SOUTH END,MEMORIAL DR,70.0,89.1,69.84975,Very Good
SAMPLES LN NW,WESTMORELAND LN NW,DEAD END,85.0,87.95,75.44747254,Very Good
JONES RD,JAMAICA RD,SKIPPER DR,78.0,66.51,64.3505316,Good
HEDGEWOOD DR,LINKWOOD RD,HEDGEWOOD DR,74.0,87.2,83.15440398,Excellent
LANIER BLVD,NORTH HIGHLAND AVE,LANIER BLVD,70.0,55.905,84.74912893,Good
NORTHSIDE DR,WEST CONWAY DR,CARRIAGE WAY,74.0,64.495,60.915519,Fair
MILLEDGE AVE,OAKLAND AVE,CHEROKEE AVE,76.0,61.53,55.87256606,Fair
HOWARD ST,KELPEN ST,PENELOPE ST,69.0,71.3,48.66775,Fair
WINDSOR ST,PARK AVE,STEPHENS ST,69.0,63.715,53.46899945,Fair
PEACHTREE CIR,PEACHTREE CIR,PEACHTREE CIR,78.0,94.6,84.0222,Excellent
CONFEDERATE AVE,ORMEWOOD AVE,WALDO ST,86.0,61.96,58.20482548,Fair
RICHLAND RD,CASCADE AVE,WESTMONT RD,72.0,75.895,75.95978939,Very Good
HUFF RD,EARNEST ST,WEST LN,85.0,46.2,20.16848771,Poor
16TH ST NW,FOWLER ST NW,MARKET ST,74.0,61.635,30.53016938,Marginal
BROWNS MILL RD,GREENDALE DR,ADELLE ST,75.0,75.42,57.45248217,Good
WEST MANOR CIR,BENJAMIN MAYS DR,WEST MANOR LN,79.0,72.76,71.57774872,Good
FAIRLIE ST,MARIETTA ST,WALTON ST,71.0,65.015,37.40424438,Fair
BENJAMIN MAYS DR,ORIOLE DR,AUDUBON CIR,70.0,59.61,74.13457201,Fair
RAWSON ST SE,TERRY ST,MARTIN ST SE,78.0,70.5,47.34680058,Fair
SHALE LN,GARRISON WAY,SILAS WAY,87.0,15.69,56.80172389,Very Poor
CARNEGIE WAY,CONE ST,SPRING ST,86.0,72.62,64.1728963,Good
SHELLY DR,SHELLEY DR,HALDANE DR,69.0,83.1,81.36943431,Very Good
FAIRBURN RD,FAIRBURN PL,NO NAME RD,72.0,73.9,61.66613051,Good
HERITAGE VALLEY RD,FAIRBURN RD,ROLLING GREEN RDG,72.0,53.755,76.33731257,Fair
MACON DR,WATERS RD,CLEVELAND AVE,84.0,74.77,75.93524526,Very Good
WALES AVE,LAYTON AVE,WHITTIER AVE,75.0,68.9,52.2595749,Fair
BROWNS MILL RD,EAST RHINEHILL RD,CAREY DR,73.0,57.075,70.41347315,Fair
BONNIVIEW ST,BRIDGEWATER ST,SYLVAN PL,74.0,93.3,84.55694039,Excellent
MOTON AVE,UNIVERSITY AVE,ROY ST,77.0,80.9,76.64695827,Very Good
DELAWARE AVE,GILBERT ST,MORELAND AVE,69.0,51.87,48.43727767,Marginal
PARK ST,LEE ST,I-20,72.0,54.705,61.45236429,Fair
BAKERS FERRY RD SW,DOLLAR MILL RD,WAITS DR,75.0,86.1,78.46170559,Very Good
IVY RD,IVY CHASE,IVY PARK LN,73.0,94.3,83.33955,Excellent
MAYS CROSSING,NW END,BENJAMIN CT,70.0,68.7,53.23241582,Fair
WILLARD AVE SW,WILLARD AVE SW,GORDON ST SW,76.0,94.6,84.0222,Excellent
HERNDON ST,BAYLOR ST,REYNOLDS ST,78.0,65.32,37.99644,Fair
HOWELL DR,DOVER BLVD,KENNER DR,82.0,77.9,78.62799171,Very Good
MCLENDON AVE,PALIFOX DR,RIDGECREST RD,73.0,72.48,69.1619599,Good
GRANT ST,BASS ST,BASS ST,88.0,69.47,57.01453052,Good
CLEVELAND AVE,STEELE AVE,OLD HAPEVILLE RD,78.0,20.765,34.8924051,Very Poor
LOFTON RD,STEELE DR,GEARY DR,69.0,86.5,67.74375,Very Good
CLUB DR,CLUB ENTRANCE,WEST BROOKHAVEN DR,76.0,78.92,74.24014757,Very Good
PHARR RD,NORTH FULTON DR,GRANDVIEW AVE,74.0,36.025,52.31564968,Poor
WESTMORELAND LN NW,WESTMORELAND CIR NW,SAMPLES LN NW,82.0,34.475,47.42993235,Poor
MARKET ST NW,19TH ST,20TH ST NW,80.0,98.5,89.53875,Excellent
MACON DR,BROMACK DR,LANG DR,82.0,32.2,59.28881905,Poor
IVY RD NE,IVY PRESERVE CT NE,IVY PL NE,74.0,84.8,66.184,Very Good
OZARK TRL,CARSON PASS,PUEBLO DR,78.0,82.945,80.37583885,Very Good
CHATTAHOOCHEE AVE,TAYLOR ST,DEFOOR CIR,80.0,91.8,97.29823093,Excellent
SOUTH COLONIAL HOMES CIR,DELLWOOD DR,SOUTH COLONIAL HOMES CIR,80.0,82.4,63.736,Very Good
WIEUCA RD,WIEUCA RD,ROSWELL RD,70.0,98.9,89.75195,Excellent
JONES RD,AMHURST DR,HOBART DR,86.0,60.92,77.07412057,Good
LEGACY PL,SOUTH END,LEGEND CT,80.0,90.6,71.8862,Very Good
WASHINGTON ST,OZBURN RD,ALBERT ST,88.0,21.42,40.60465572,Very Poor
LAWSHE ST,ATLANTA STUDENT MOVEMENT BLVD,PARSONS ST,75.0,62.6,43.26120339,Fair
WENLOCK ST,CARROLL DR,WENLOCK AVE,71.0,51.77,66.21415598,Fair
LAUREL AVE,SOUTH END,ELIXIR AVE,69.0,76.7,56.76775,Good
VIRGINIA CIR,ADAIR AVE,ARCADIA ST,76.0,75.0,66.28536314,Good
KILLIAN ST,WALDO ST,CAMERON ST,72.0,72.41,70.23197967,Good
DARLINGTON RD,BURKE RD,DALE DR,70.0,90.4,77.03145325,Excellent
12TH ST,WEST PEACHTREE ST,PEACHTREE WALK,72.0,63.52,41.23244894,Fair
RANDALL MILL RD,WEST PACES FERRY RD,EAST BEECHWOOD DR,82.0,77.4,72.95035749,Very Good
MELANTE DR,MELANTE DR,MELANTE DR,69.0,84.5,65.89375,Very Good
JEFFERSON ST,RICE ST,GLASS ST,76.0,39.89,48.53536979,Poor
SUMLIN AVE,MILDRED PL,HOLLYWOOD RD,73.0,79.3,60.14775,Good
STONE RD,STONE HOGAN CONNECTOR RD,STONE HOGAN CONNECTOR,80.0,50.15,56.7883703,Marginal
FAIRWAY CIR,SAINT ANDREWS DR,DORAL DR,87.0,31.5,74.59396809,Marginal
ALSTON DR SE,CARTER AVE,CLUB PL,73.0,89.1,69.84975,Very Good
LYNHURST DR,LYNWAY LN,MANGUM LN,84.0,34.625,56.43713129,Poor
MARTIN LUTHER KING JR DR,GEORGE ST,OAKLAND AVE,70.0,41.63,45.42370832,Poor
ATLANTA STUDENT MOVEMENT BLVD,ROACH ST,ELM ST,80.0,70.6,56.41616968,Good
MOORES MILL RD,BOLTON RD,CORONET WAY,70.0,93.0,79.955,Excellent
HIGHTOWER RD,JAMES DR,WATKINS ST,74.0,46.8,50.31380993,Marginal
EMERSON AVE,EMERSON AVE,EASTWOOD AVE,72.0,34.9,60.45575983,Poor
LANGSTON AVE,KATHERWOOD DR,HOOD DR,79.0,50.435,50.7373973,Marginal
HABERSHAM WAY,HABERSHAM CT,CHATHAM HILL,82.0,76.945,57.10067437,Good
BERNARD RD,PAUL AVE,PAUL AVE,33.0,49.235,48.60543351,Marginal
ABBOTT ST,JOYCE ST,JOSEPH E LOWERY BLVD,71.0,79.9,60.87975,Good
HIGHTOWER RD,SAINT PAUL AVE,CENTER ST,69.0,45.545,42.2045258,Poor
COLLIER DR,BOLTON RD,FAIRLOCK LN,84.0,67.2,68.20677918,Good
MARTIN AVE,LANSING ST,JONESBORO RD,69.0,36.5,53.56483025,Poor
BROWNTOWN RD,MALDO DR,AUDREY PL,84.0,23.6,38.489173,Very Poor
HILL ST,HERRINGTON AVE,CENTER HILL AVE,80.0,80.8,65.96380996,Very Good
PASLEY AVE,GLENWOOD AVE,METROPOLITAN AVE,81.0,37.545,61.9136262,Marginal
BARNETT ST,VIRGINIA CIR,VIRGINIA AVE,87.0,78.37,70.59338979,Very Good
NORTH AVE,JETAL PL,MARKTREY PL,74.0,69.145,56.5956389,Good
RANDALL MILL RD,REGENCY RD,RANDALL HALL,79.0,67.42,60.05967865,Fair
PRYOR RD,SHAW ST,GARLAND ST,71.0,35.94,38.91823419,Poor
NORTH AVE,HUNT ST,PARKWAY DR,88.0,82.1,63.40975,Very Good
BOWEN CIR,HIGH POINT TER,HIGH POINT COVE,72.0,77.38,57.68439,Good
CHELSEY LN NE,OLD IVY RD NE,DEAD END,72.0,64.95,39.32182599,Fair
CERRO ST,THURGOOD ST,MARTIN LUTHER KING JR DR,80.0,61.105,71.48257041,Fair
WASHINGTON ST,ALBERT ST,HAMILTON E HOLMES DR,81.0,19.235,57.5083109,Poor
WESTVIEW DR,1ST ST,ROSSER ST,78.0,72.8,59.01248619,Good
HOSEA L WILLIAMS DR,BATES AVE,ROCKY FORD RD,74.0,65.47,55.11211742,Fair
PELHAM RD NE,BERKSHIRE RD NE,PINE RIDGE DR NE,69.0,81.7,80.33832544,Very Good
TURMAN AVE,HARDWICK ST,TURMAN AVE,76.0,37.065,40.15375739,Poor
PARSONS PL,CAMILLA ST,PARSONS ST,73.0,67.7,57.50017496,Fair
RENAULT RD,CORVAIR DR,OAK DR,76.0,27.225,47.11385462,Poor
ENGLISH AVE,BEDFORD ST,JEFFERSON ST,27.0,28.425,45.66250352,Poor
CENTENNIAL OLYMPIC PARK DR,MANGUM ST,CHAPEL ST,70.0,31.62,40.32863852,Poor
WALTHALL ST,BOULEVARD DR,HAWTHORNE ST,71.0,62.74,52.60600089,Fair
DILL AVE,ALLENE AVE,DESOTO AVE,80.0,38.985,66.35386972,Marginal
NORTH AVE,CAIRO ST,NORFOLK ST,86.0,37.465,49.63032826,Poor
WELCH ST,COHEN ST,ROCKWELL ST,78.0,70.6,68.8279377,Good
NORTHERN ST NE,1ST AVE NE,2ND AVE NE,70.0,65.505,64.23846254,Good
APACHE TRL,OZARK TRL,SANTA ROSA DR,78.0,84.9,78.41145642,Very Good
BOULEVARD,WABASH AVE,ANGIER AVE,74.0,47.0,45.49752855,Marginal
STOVALL BLVD,ARDEN WAY,NORTH STRATFORD RD,82.0,46.1,60.98015429,Marginal
WALTHALL ST,KIRKWOOD AVE,MANIGAULT ST,70.0,72.0,72.37491519,Good
OLD CHATTAHOOCHEE AVE,BOWEN ST,MORRIS ST,88.0,55.8,41.15060748,Marginal
NORTHSIDE DR,ANDOVER DR,HILLSIDE DR,73.0,49.585,65.3204276,Marginal
STATEWOOD RD,STATEWOOD RD,STATEWOOD RD,72.0,95.5,85.84875,Excellent
DOLPHIN DR,DOLPHIN DR,NORTH END,72.0,64.4,36.196,Fair
REGENCY CREST DR,REGENCY CREST CT,SE END,74.0,23.4,66.47140401,Poor
FAITH AVE,BARTRAM ST,FAITH AVE,77.0,83.3,66.11165422,Very Good
SANFORD DR NW,DEAD END,DREW DR NW,79.0,34.0,63.80861569,Poor
LAKEWOOD TRL SE,WYNDHAM WAY,WYNDHAM WAY,74.0,77.7,58.10775,Good
TOPAZ LN,TEJAS TRL,EAST END,70.0,71.7,63.41339396,Good
DESOTO AVE,DECKNER AVE,GENESSEE AVE,75.0,67.16,57.05719247,Fair
DIXIE HILLS CIR,PINEDALE DR,DETROIT AVE,74.0,77.7,70.40798326,Very Good
ANGEL FALLS LN,CASCADE FALLS DR,DESOTO FALLS CT,69.0,67.42,57.5746312,Fair
CAPITOL AVE SW,CAPITOL AVE SW,MEMORIAL DR SW,72.0,81.67,79.10431181,Very Good
PEACHTREE ST,FORSYTH ST,ELLIS ST,80.0,59.035,31.12017922,Marginal
BEATIE AVE,DILL AVE,ERIN AVE,81.0,50.455,71.36239924,Fair
HAYGOOD DR NE,RIDGEWOOD DR NE,DECATUR RD NE,76.0,7.155,48.69693961,Very Poor
ARGULE LN NW,DREW DR NW,BUNGALOW LN,78.0,64.69,59.07870639,Fair
ORMOND ST,CONNALLY ST,GRANT TER,69.0,73.74,52.50831,Good
MONROE DR,PIEDMONT AVE,MONTGOMERY FERRY RD,71.0,50.035,57.8103962,Marginal
MONROE DR,PIEDMONT AVE,MONTGOMERY FERRY RD,71.0,50.035,57.8103962,Marginal
MAPLE ST,TYLER ST,JOSEPH E BOONE BLVD,72.0,47.985,61.19104716,Marginal
NORTHROPE DR,STRATHMORE DR,PEMBROOK PL,76.0,48.47,53.47334971,Marginal
ORMOND ST,HILL ST,GRANT ST,70.0,63.13,60.915519,Fair
HOSEA L WILLIAMS DR,KIRKWOOD RD,NORWOOD AVE,71.0,77.4,57.711,Good
CROSS CREEK PKWY NW,BOHLER RD NW,CROSS CREEK PKWY NW,72.0,58.79,68.53761743,Fair
SANDYS LN,WAYNES CT,RAYS LN,79.0,66.705,48.47497289,Fair
BAKER RD,CENTER HILL AVE,CENTER HILL AVE,86.0,32.67,49.41064493,Poor
CLEVELAND AVE,I-85,METROPOLITAN PKWY,82.0,29.68,48.93601463,Poor
DALEVIEW WAY SW,ABBEY DR SW,DEAD END,69.0,83.3,64.68775,Very Good
SOUTH GORDON ST,WESTMEATH DR,AKRIDGE PL,78.0,28.36,59.51702058,Poor
4TH ST,SPRING ST,WEST PEACHTREE ST,76.0,33.215,29.30267398,Poor
HOSEA L WILLIAMS DR,CLIFTON ST,CLAY ST,73.0,75.98,87.63823216,Very Good
SOUTH GORDON ST,SOUTH OLYMPIAN WAY,NORTH OLYMPIAN WAY,86.0,78.43,77.84243358,Very Good
GLEN VIEW CIR,VALLEY RIDGE DR,GLEN VIEW DR,73.0,23.96,54.21839651,Poor
HARBIN RD,WRIGHT DR,CASCADE RD,79.0,67.16,89.72729591,Good
18TH ST NW,DISTRICT AVE NW,DISTRICT AVE NW,86.0,84.0,65.4,Very Good
COLMER AVE,MORELAND AVE,MORTIMER ST,26.0,52.965,63.56166,Fair
ETHEL ST,SNYDER ST,HIRSCH ST,81.0,38.955,57.05856953,Poor
BURKE RD,TIMM VALLEY RD,ELLIOTT CIR,80.0,70.8,57.90930666,Good
HIGHTOWER RD,JAMES JACKSON PKWY,HIGHTOWER RD,69.0,84.4,65.796,Very Good
FLAT SHOALS AVE,STOKESWOOD AVE,MAY AVE,78.0,29.025,47.66369035,Poor
MEADOWDALE AVE,CHARLINE AVE,INVERNESS AVE,73.0,80.2,63.71522004,Good
WESTMINSTER HEATH,WESTMINSTER HEATH,WESTMINSTER HEATH,73.0,84.7,66.08775,Very Good
ATHENS AVE,DECKNER AVE,GENESSEE AVE,76.0,59.425,40.76768543,Marginal
BOWEN CIR,BOWEN CIR,HIGH POINT TER,79.0,55.59,42.70100804,Marginal
DAWS AVE,HOOPER ST,MORGAN PL,71.0,86.2,67.479,Very Good
MAYFAIR RD,MAYFAIR RD,MAYFAIR RD,74.0,93.9,82.37195,Excellent
FLAT SHOALS AVE,NEWTON AVE,NEWTON AVE,76.0,75.97,75.22322738,Very Good
OAKLAND DR,OAKLAND LN,OAKLAND TER,82.0,50.185,69.14584166,Fair
VILLAGE CREST DR NW,GARRISON WAY NW,HATTERAS WAY NW,85.0,15.65,51.33434594,Very Poor
SIMPSON ST NW,DEAD END,IVAN ALLEN JR BLVD NW,72.0,70.17,78.61906655,Good
DREW DR NW,ARGULE LN NW,HABERSHAL DR NW,77.0,67.095,54.86788211,Fair
BAKER RD,COMMERCIAL AVE,HOOD AVE,83.0,66.745,67.12213814,Good
HALL ST,HILL ST,SISK ST,75.0,80.8,65.96380996,Very Good
NEWPORT ST,JOSEPH E BOONE BLVD,PROCTOR ST,82.0,40.8,36.78475784,Poor
MAYSON AVE,CHIPLEY ST,FOOTE ST,73.0,64.8,69.33076133,Good
VERBENA ST,PENELOPE ST,CHENAULT PL,88.0,34.92,46.67763329,Poor
FLAT SHOALS RD SE,MARSHALLS LN,I-20,33.0,60.635,67.12904572,Fair
MARY GEORGE AVE,ABNER TER,ABNER PL,74.0,20.8,50.84987539,Poor
AIRLINE ST,OLD WHEAT ST,AUBURN AVE,71.0,60.97,51.95090797,Fair
RUTH ST,GUN CLUB DR,CATO ST,71.0,33.67,52.52408211,Poor
ROCKWOOD AVE NW,COMMERCIAL AVE NW,DONALD LEE HOLLOWELL PKWY NW,81.0,31.2,55.79344894,Poor
HANDY DR,HANDY DR,HANDY DR,78.0,50.54,63.01115673,Marginal
EMERALD CT,HARLAN RD,EAST END,78.0,36.9,68.23682659,Marginal
3RD ST,WEST PEACHTREE ST,CYPRESS ST,70.0,43.255,54.57323337,Marginal
RALPH DAVID ABERNATHY BLVD,COOPER ST,FORMWALT ST,77.0,31.535,31.16796432,Poor
FAIRBURN RD,CAMPBELLTON RD,CAMP GROUND RD,85.0,57.735,74.77179983,Fair
MAYSON TURNER RD,WESTMOOR DR,MARIE AVE,74.0,47.5,42.81005083,Marginal
LANDINGS NORTH DR,FAIRBURN RD,LANDINGS NORTH DR,78.0,82.8,66.21415598,Very Good
WESTMONT RD,VENETIAN DR,TRACY ST,71.0,64.795,52.58418119,Fair
DREW DR NW,ABBOT LN NW,WOLFE LN NW,78.0,89.3,69.99775,Very Good
LANDRUM DR,DODSON DR,WINDSOR DR,76.0,46.675,85.10532006,Fair
OLD HAPEVILLE RD,HAPEVILLE RD,JUDY LN,83.0,52.605,56.64177907,Marginal
BURKE RD NE,LENOX RD NE,DEAD END,75.0,56.435,69.90126288,Fair
BOULDER PARK DR,FLAGSTONE DR,LINE RD,69.0,71.85,66.51367801,Good
17TH ST,INMAN CIR,17TH ST NE,76.0,47.515,43.09866975,Marginal
MORELAND AVE NE,DEKALB AVE NE,ALTA AVE,82.0,39.505,27.04797353,Poor
GIBSON ST,CUMMINGS ST,FULTON TER,72.0,77.1,62.1644778,Good
PENELOPE ST,COLLUM ST,TORRENCE ST,88.0,63.1,64.5205504,Fair
PHARR RD,MAPLE DR,HARDMAN CT,74.0,66.445,62.2128097,Good
BOHLER RD,CROSS CREEK PKWY,HANOVER WEST DR,81.0,58.505,44.58797712,Marginal
FAIR DR,FAIR DR,FAIR DR,87.0,81.5,68.53235053,Very Good
MURPHY AVE,GILLETTE AVE,SHELTON AVE,80.0,73.57,69.88167862,Good
CHARLESTON AVE,SAWTELL AVE,GOULD ST,70.0,75.1,54.51975,Good
MAYSON TURNER RD,MICHIGAN AVE,WESTMOOR DR,78.0,41.69,86.12698184,Fair
LYDIA DR,SUNRIDGE AVE,LINDA LN,82.0,64.3,78.26391383,Good
PALISADES RD,PEACHTREE ST,PALISADES RD,75.0,80.67,61.7927775,Good
PACES FERRY RD,RILMAN RD,REMBRANDT RD,75.0,45.92,67.66027823,Marginal
MOUNT AIRY DR,BEECHER RD,HIGHVIEW RD,70.0,79.13,62.52966508,Good
CASCADE FALLS DR,ANGEL FALLS LN,HIGH FALLS CT,71.0,75.145,65.78853676,Good
WEST ROXBORO RD,ROXBORO COVE,NORWICH CIR,81.0,82.4,70.99464313,Very Good
PEACHTREE BATTLE AVE,ARDEN RD,NORTHSIDE DR,84.0,53.57,54.33939662,Marginal
SAINT JAMES DR,SAINT JAMES AVE,SAINT JAMES PL,84.0,42.42,52.45717004,Marginal
RACHAEL ST,HAVEN ST,NORWOOD RD,73.0,25.4,47.33706348,Poor
BENJAMIN MAYS DR,AUDUBON CIR,WILLIS MILL RD,70.0,55.2,61.47969736,Fair
RIDGEWOOD DR NE,UPPERGATE DR,HAYGOOD DR NE,76.0,7.155,48.69693961,Very Poor
OLD GEORGIAN TER,HATTERAS WAY,GARRISON WAY,84.0,38.21,56.57907912,Poor
IRA ST,MARY ST,GARDNER ST,72.0,94.6,84.0222,Excellent
SYMPHONY LN,SYMPHONY LN,ALLEGRO DR,74.0,24.8,43.11419885,Poor
DUPONT VIEW,DUPONT COMMONS CIR,DUPONT PARK,78.0,97.5,88.71875,Excellent
RANDOLPH ST,JOHN WESLEY DOBBS AVE,JOHN WESLEY DOBBS AVE,72.0,73.53,56.07014077,Good
CENTENNIAL OLYMPIC P DR SW,MITCHELL ST SW,CHAPEL ST SW,74.0,49.56,57.88348991,Marginal
SAINT PAUL AVE,BROYLES ST,GRANT ST,76.0,63.6,53.89791566,Fair
REGENCY CENTER DR,REGENCY PARK DR,GLENHURST LN,82.0,33.025,64.69653749,Poor
CELEBRATION DR,SOUTH END,INSPIRATION WAY,76.0,87.2,74.8334217,Very Good
WEST CONWAY DR,MOUNT PARAN RD,THE HIGHLANDS,70.0,52.255,61.13731549,Fair
DERRY AVE,EMERALD AVE,MCALLISTER ST,82.0,71.5,69.23247683,Good
LYLE PL NW,LYTLE PL NW,DEAD END,72.0,23.06,37.52162716,Very Poor
MACON DR,OLD HAPEVILLE RD,BROMACK DR,70.0,32.2,59.28881905,Poor
EUCLID AVE,AUSTIN AVE,AUSTIN AVE,69.0,50.52,39.34233355,Marginal
MARY GEORGE AVE,EARLE ST,GROVER AVE,78.0,100.0,91.35945096,Excellent
RANDALL MILL RD,RANDALL RIDGE RD,BUCKINGHAM CIR,74.0,85.6,79.97981555,Very Good
MEAD ST,CHEROKEE AVE,PARK AVE,69.0,49.67,70.41504185,Fair
SANDCREEK DR,SANDFALL CT,NORTH END,76.0,23.6,33.81415659,Very Poor
RANDALL MILL RD NW,RANDALL RIDGE RD,RANDALL MILL PL,78.0,86.4,74.85223086,Very Good
SMITH ST,UNIVERSITY AVE,ROY ST,82.0,66.1,39.48975,Fair
AUSTIN AVE,AUSTIN AVE,SINCLAIR AVE,71.0,82.345,63.67652437,Very Good
WILLIAMS MILL RD NE,LINWOOD AVE,CLEBURNE TER,79.0,61.115,43.06246196,Fair
DELTA PL,EDGEWOOD AVE,DELTA PL,77.0,91.1,73.76195,Excellent
VALLEY GREEN DR,TREE HAVEN DR,TREE HAVEN DR,80.0,82.6,69.22597766,Very Good
CLIFTON RD,HARRIET AVE,MURIEL AVE,84.0,67.495,42.08462437,Fair
ENOTA PL SW,DEAD END,SELLS AVE SW,70.0,44.15,56.28499718,Marginal
CLEVELAND AVE,SPRINGDALE RD,EAST CLEVELAND AVE,88.0,76.2,66.90293371,Good
HIGHTOWER RD,JAMES JACKSON PKWY,HIGHTOWER RD,83.0,84.4,65.796,Very Good
FAYETTEVILLE RD,SOUTH END,GLENWOOD AVE,72.0,60.595,70.54800891,Fair
SOUTH GORDON ST,NORTH OLYMPIAN WAY,ROGERS AVE,82.0,67.81,64.41164327,Good
COLLIER DR,COLLIER CT,I-285,86.0,85.12,72.14837028,Very Good
PRESTON VIEW CT,PRESTON LN,NORTH END,72.0,70.8,47.844,Fair
ENNIS ST,CARTER ST,RHODES ST,71.0,74.72,59.91120681,Good
CONNALLY DR,BONNYBROOK DR,HAYDEN LN,82.0,71.845,64.43373762,Good
NORTH AVE,NORTH AVE,MYRTLE ST,75.0,70.38,71.35868705,Good
GUILFORD FOREST DR,NEW HOPE RD,HAMDEN FOREST DR,85.0,78.37,98.53737517,Excellent
MOROSGO WAY,LINDBERGH DR,MOROSGO PL,78.0,62.8,55.8832173,Fair
ROSEMARY ST,SW END,MAIN ST,74.0,73.46,68.54305553,Good
OAKLAND AVE,GLENWOOD AVE,NORTH END,77.0,71.78,63.53651649,Good
PARKVIEW CT,PARKVIEW LN,PARKVIEW RUN,81.0,96.1,86.88195,Excellent
LOUISE PL,MILDRED PL,HOLLYWOOD RD,84.0,53.87,70.4396006,Fair
SPENCER ST,VINE ST,GRAVES ST,81.0,46.135,70.87836124,Marginal
WEST ROXBORO RD,ROXBORO DR,CANTER RD,78.0,91.9,79.85797321,Excellent
ABBOTT ST,JOYCE ST,FAIR ST,71.0,93.9,82.37195,Excellent
WATERS RD,OAK DR,GLENROSE CIR,72.0,74.37,62.04676647,Good
PEACHTREE DUNWOODY RD,BROOKHAVEN SPRINGS DR,NORTH END,86.0,45.895,68.78348987,Marginal
VERNON AVE,MERCER ST,BERNE ST,74.0,67.485,56.11014559,Fair
LAURENS DR,LAURENS CIR,LAURENS CIR,81.0,45.865,64.63397686,Marginal
JOSEPH E LOWERY BLVD,NORTH AVE,POLAND ST,72.0,92.1,77.20595,Excellent
NORTH IVY RD,STOVALL BLVD,MOUNTAIN DR,84.0,58.835,48.92286968,Fair
MONTGOMERY FERRY DR,LIONEL LN,POLO DR,82.0,59.74,37.81214959,Marginal
FITZGERALD ST,TODD ST,GARTRELL ST,73.0,66.595,75.70927834,Good
DAVIDSON AVE,DAVIDSON AVE,LAKEHAVEN DR,85.0,61.88,75.39860123,Good
OGLETHORPE AVE,CASCADE AVE,ROCHELLE DR,81.0,47.385,69.21002239,Marginal
RIDGEDALE RD,KIRKWOOD RD,NORWOOD AVE,72.0,63.3,69.21460701,Good
MCCOY ST,YORKSHIRE RD,CUMBERLAND RD,78.0,64.365,50.00979678,Fair
BOLTON RD,DONALD LEE HOLLOWELL PKWY,NASH RD,86.0,70.1,56.562381,Good
NAVAJO TRL,OMAHA RD,NORTH END,74.0,78.8,64.27463024,Good
NEW HOPE RD,WEDGE DR,NEW HOPE RD,88.0,36.2,83.45366737,Marginal
CARDOVA DR,STRATHMORE DR,PEMBROOK PL,84.0,83.6,64.996,Very Good
DILL AVE,BEATIE AVE,BELMONT AVE,73.0,75.84,85.82745824,Very Good
BAKERS FERRY RD SW,KENNER DR,WISTERIA LN,78.0,85.1,68.36773574,Very Good
MOROSGO PL,MOROSGO DR,MOROSGO WAY,73.0,70.42,59.56432587,Good
ARROW ST,BILLUPS ST,ASTOR AVE,70.0,30.885,63.42660649,Poor
DUPONT COMMONS CIR,DUPONT COMMONS LN,DUPONT VIEW,87.0,78.92,59.67484,Good
MOURY AVE,THIRKELD AVE,MOURY AVE,74.0,77.59,70.58598929,Very Good
NORTH AVE,MARKTWO PL,SOUTH EVELYN PL,76.0,82.3,75.31598049,Very Good
CHATTAHOOCHEE AVE NW,DEFOOR PL NW,HUBER ST,69.0,59.2,99.04653337,Good
CHATTAHOOCHEE AVE,DEFOOR PL,TAYLOR ST,80.0,88.9,94.15648215,Excellent
OLDKNOW DR,ROBERT ST,COMMERCIAL AVE,74.0,65.535,57.99996107,Fair
TAMPA TRL,WEST END,LARGO LN,70.0,48.135,53.41394293,Marginal
GATES PL,DUPONT COMMONS DR,DUNCAN DR,78.0,98.1,89.25995,Excellent
BAKER RD,HOOD AVE,BAKER RD,85.0,87.8,87.50124572,Excellent
OLYMPIAN CIR,OLYMPIAN DR,OLYMPIAN WAY,70.0,74.51,56.63153467,Good
